Year,Region,Fitted Values,Lower Bound,Upper Bound
2023,Volgograd Oblast,254.36523,-1822.6858,2331.4163
2024,Volgograd Oblast,139.53497,-1937.5159,2216.586
2019,Vologda Oblast,402.2818,-1674.7693,2479.3328
2020,Vologda Oblast,189.84094,-1887.2102,2266.892
2021,Vologda Oblast,109.61786,-1967.4333,2186.669
2022,Vologda Oblast,152.96179,-1924.0891,2230.013
2023,Vologda Oblast,85.52179,-1991.529,2162.573
2024,Vologda Oblast,120.52362,-1956.5273,2197.5747
2019,Voronezh Oblast,648.9914,-1428.0596,2726.0425
2020,Voronezh Oblast,575.7559,-1501.2952,2652.807
2021,Voronezh Oblast,419.47314,-1657.5779,2496.5242
2022,Voronezh Oblast,725.62897,-1351.4221,2802.68
2023,Voronezh Oblast,480.7549,-1596.2961,2557.806
2024,Voronezh Oblast,499.60327,-1577.4478,2576.6543
2019,Yamalo-Nenets Autonomous Okrug,2090.6802,13.629092,4167.7314
2020,Yamalo-Nenets Autonomous Okrug,1661.2812,-415.76978,3738.332
2021,Yamalo-Nenets Autonomous Okrug,791.5133,-1285.5376,2868.5645
2022,Yamalo-Nenets Autonomous Okrug,534.5872,-1542.4639,2611.6384
2023,Yamalo-Nenets Autonomous Okrug,487.2791,-1589.7717,2564.3303
2024,Yamalo-Nenets Autonomous Okrug,985.327,-1091.724,3062.378
2019,Yaroslavl Oblast,742.1278,-1334.9233,2819.1787
2020,Yaroslavl Oblast,664.22736,-1412.8237,2741.2783
2021,Yaroslavl Oblast,240.02301,-1837.0281,2317.074
2022,Yaroslavl Oblast,313.43866,-1763.6123,2390.4897
2023,Yaroslavl Oblast,216.6239,-1860.427,2293.675
2024,Yaroslavl Oblast,176.51135,-1900.5398,2253.5625
2019,Zabaykalsky Krai,473.23474,-1603.8162,2550.286
2020,Zabaykalsky Krai,186.76245,-1890.2886,2263.8135
2021,Zabaykalsky Krai,123.45233,-1953.5986,2200.5034
2022,Zabaykalsky Krai,231.41827,-1845.6326,2308.4695
2023,Zabaykalsky Krai,177.65637,-1899.3945,2254.7075
2024,Zabaykalsky Krai,135.12329,-1941.9277,2212.1743
