Period,Kaluga Oblast,Kostroma Oblast,Kursk Oblast,Lipetsk Oblast,Oryol Oblast,Ryazan Oblast,Smolensk Oblast,Tver Oblast,Tula Oblast,Yaroslavl Oblast,Saint Petersburg,Leningrad Oblast,Vologda Oblast,Kaliningrad Oblast,Murmansk Oblast,Republic of Karelia,Kirov Oblast,Nizhny Novgorod Oblast',Orenburg Oblast,Penza Oblast,Moscow,Perm Krai,Republic of Bashkortostan,Republic of Mordovia,Republic of Tatarstan,Samara Oblast,Saratov Oblast,Udmurt Republic,Ulyanovsk Oblast,Chuvash Republic,Astrakhan Oblast,Moscow Oblast,Volgograd Oblast,Krasnodar Krai,Republic of Adygea,Rostov Oblast,Altai Krai,Irkutsk Oblast,Kemerovo Oblast,Krasnoyarsk Krai,Novosibirsk Oblast,Omsk Oblast,Belgorod Oblast,Altai Republic,Tyva Republic,Tomsk District,Amur Oblast,Zabaykalsky Krai,Kamchatka Krai,Primorsky Krai,Sakha (Yakutia) Republic,Sakhalin District,Khabarovsk Krai,Bryansk Oblast,Karachay-Cherkess Republic,Stavropol Krai,Kurgan Oblast,Sverdlovsk Oblast,Tyumen Oblast,Khanty-Mansi Autonomous Okrug — Yugra,Chelyabinsk Oblast,Yamalo-Nenets Autonomous Okrug,Vladimir Oblast,Voronezh Oblast,Ivanovo Oblast
18414,0,0,0,0,0,0,0,0,0,0,5.9e-7,0,0,0,0,0,0,0,0,0,2.089e-5,0,6e-7,0,0,6.2e-7,9.6e-7,0,0,0,0,5.7e-6,0,3.1e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4e-6,0,0,0,0,0,0,0
18444,0,0,0,0,0,0,0,0,0,0,7.9e-7,0,0,0,0,0,0,0,0,0,2.027e-5,0,0,0,0,0,0,0,0,0,0,2.06e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7e-6,0,0,0,0,0,0,0,0,0,1.34e-6,0,0,0,0,0,0,0
18475,0,0,0,0,0,0,0,0,0,0,1.7e-7,1.17e-6,0,0,0,0,0,0,0,0,1.161e-5,0,0,0,0,0,0,0,0,0,0,5.13e-6,0,5.9e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3e-7,0,0,0,0,0,0,0
18506,0,0,0,0,0,0,0,0,0,2.39e-6,3.1e-7,0,0,0,0,0,0,0,0,0,7.95e-6,0,0,0,0,0,0,0,0,0,0,2.39e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4e-7,0,0,0,0,0,0,0
18536,0,0,0,0,0,0,0,0,0,0,1.4e-7,0,0,0,2.1e-6,0,0,0,0,0,7.01e-6,0,0,0,0,0,0,0,0,0,0,2.8e-7,0,0,0,0,0,0,0,0,3.7e-7,0,0,0,0,0,0,0,0,0,5.2e-6,0,0,0,0,0,0,4.5e-7,1.78e-6,8.5e-7,0,0,0,0,0
18567,0,0,0,0,0,0,0,0,0,8.36e-6,0,0,0,0,0,0,0,3.1e-7,0,0,5.52e-6,0,0,0,0,0,0,0,0,0,0,6.38e-6,7.5e-7,0,0,0,0,0,0,0,3.7e-7,0,0,0,0,0,0,0,0,2.2e-6,0,0,0,0,0,0,0,2.3e-7,0,0,0,0,0,6.2e-7,0
18597,0,0,0,0,0,0,0,0,0,3.65e-6,3.2e-7,0,0,0,0,0,0,0,0,0,1.332e-5,0,0,0,0,0,0,0,0,0,0,3.73e-6,0,2.8e-7,0,0,0,7.2e-7,0,0,7.9e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18628,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3e-6,0,0,0,0,0,0,1.296e-5,0,0,0,0,0,0,0,0,0,0,3.16e-6,0,0,0,0,0,0,0,0,4.2e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9e-7,0,0,0,0
18659,2.8e-6,0,0,0,0,0,0,0,0,1.12e-6,0,0,0,0,0,0,0,3.3e-7,0,0,1.827e-5,6.9e-7,4.2e-7,0,0,0,0,0,0,0,0,3.32e-6,0,2.6e-7,0,0,0,0,0,5.65e-6,3.8e-7,0,0,0,0,0,0,0,0,0,0,9.9e-6,0,0,0,0,0,5.4e-7,0,0,0,0,0,0,0
18687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9e-6,0,0,7.2e-6,0,0,0,0,0,0,0,2.12e-6,0,5.6e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18718,0,0,0,0,0,0,0,0,0,0,1.7e-7,0,0,0,0,0,0,0,0,0,1.757e-5,0,0,0,0,0,0,0,0,0,0,2.82e-6,0,0,0,3.9e-7,0,0,0,5.8e-7,0,0,0,0,0,0,0,0,0,0,1.81e-5,0,0,0,0,0,0,0,0,1.02e-6,0,0,0,0,0
18748,0,0,0,0,0,0,0,0,0,0,1.7e-7,0,0,0,0,0,0,0,0,0,1.155e-5,0,0,0,0,0,0,0,0,0,0,3.08e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5e-7,0,0,0,0,0,0,0
18779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.123e-5,0,0,0,0,0,0,0,0,0,0,1.59e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2e-6,0,0,0,0,0,0,0,6.2e-7,0,0,0,0,0,0,0
18809,0,0,0,0,0,0,0,0,0,0,1.5e-7,0,0,0,0,0,0,0,0,0,9.49e-6,0,0,0,0,0,0,0,0,1.7e-6,0,4.63e-6,0,2.4e-7,0,4.1e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3e-7,0,0,0,0,0,0,0
18840,0,0,0,0,0,0,0,0,0,1.1e-6,0,0,0,0,0,0,0,0,0,0,9.87e-6,0,0,0,0,0,0,0,0,4.4e-6,0,6.23e-6,0,0,0,0,0,0,0,0,2.55e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9e-7,0,0,0,0,0,0,0
18871,0,0,0,0,0,0,0,0,0,1.02e-6,1.6e-7,0,0,0,0,0,0,0,0,0,1.339e-5,0,0,0,0,0,0,0,0,0,0,5.97e-6,0,0,0,7.4e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-6,0,0,0
18901,0,0,0,0,0,0,0,0,0,1.292e-5,0,0,0,0,0,0,0,0,0,0,2.112e-5,0,0,0,0,0,0,2e-6,0,0,0,2.51e-6,0,0,0,0,0,6.6e-7,0,0,0,0,0,0,0,0,2.8e-6,0,0,1.1e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18932,0,0,0,0,0,0,0,0,0,0,3e-7,0,0,0,0,0,0,0,0,0,1.781e-5,0,0,0,0,0,0,0,0,0,0,4.89e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18962,0,0,0,0,0,0,0,6.6e-6,0,0,7.4e-7,0,0,0,0,0,0,0,0,0,1.716e-5,0,0,0,0,0,0,0,0,0,0,4.53e-6,0,0,0,0,0,0,0,0,1.61e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6e-7,0,0,0,0,0,0,4.5e-6
18993,0,0,0,0,0,0,0,0,0,0,2.9e-7,0,0,0,0,0,0,0,0,0,1.684e-5,0,0,0,0,0,0,0,0,0,0,4.15e-6,0,0,0,0,0,1.94e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1e-5,0,0,0,0,0,2.7e-7,0,8.5e-7,0,2.4e-6,9.9e-7,0,0
19024,0,0,0,0,0,0,0,0,0,8.9e-7,1.93e-6,6.4e-7,0,0,0,0,0,0,0,0,1.151e-5,0,0,0,0,0,0,0,0,0,0,3.98e-6,0,0,4.3e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3e-6,0,0,0,0,3.15e-6,0,0,0,0,0,4.1e-6
19052,0,0,0,0,0,0,0,0,0,5.71e-6,0,1.35e-6,0,0,0,0,0,0,0,0,1.001e-5,0,0,0,0,0,0,0,0,0,0,3.62e-6,0,0,0,0,0,0,0,0,3.9e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4e-6
19083,0,0,0,0,0,0,0,0,0,1.93e-6,1.4e-7,0,0,0,0,0,0,0,0,0,1.464e-5,0,0,0,0,0,0,0,0,0,0,3.31e-6,0,0,0,0,0,0,0,0,1.2e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19113,0,0,0,0,0,0,0,1.47e-5,0,0,3.1e-7,0,0,0,0,0,0,6.9e-7,0,0,8.15e-6,0,0,0,0,0,0,0,0,0,0,3.05e-6,0,0,0,0,0,0,1.43e-6,1.16e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19144,0,0,0,0,0,0,0,0,1e-6,0,1.7e-7,6.5e-7,0,0,0,0,0,0,0,0,6.85e-6,0,0,0,0,0,0,0,0,0,0,1.83e-6,0,0,0,0,0,0,0,6.1e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19174,0,0,0,0,0,0,0,0,0,0,1.6e-7,1.99e-6,0,0,4.7e-6,0,0,0,0,0,6.71e-6,0,0,0,0,0,0,0,0,0,0,6e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4e-6,0,0,2.94e-6,0,0,0,0,0,0
19205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54e-6,0,0,0,0,0,0,0,0,0,0,8.7e-7,0,0,0,0,7.9e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29e-6,0,0,0,0,0,0,0,0,0,0,6.3e-7,0,0,0,3.2e-7,0,0,0,0,7.2e-7,1.61e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6e-6,0,0,0,0,0,0,0,0,0,0,1.28e-6,0,0,0,0,0,0,5.7e-7,0,1.76e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9e-6,0,0,0
19297,0,0,0,0,0,0,0,0,1.7e-6,0,0,0,0,0,0,0,0,0,0,0,3.96e-6,0,0,0,0,0,0,0,0,0,0,6.4e-7,0,0,0,0,0,1.75e-6,0,0,1.41e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19327,0,0,0,0,0,0,0,0,0,0,1.31e-6,0,0,0,0,0,0,0,0,0,3.05e-6,0,0,0,0,0,0,0,0,0,0,3.2e-7,0,2.4e-7,0,0,0,0,0,4.8e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2e-7,0,0,0,0,0,0,0
19358,0,0,0,0,0,0,0,0,0,0,7e-7,0,0,0,0,0,0,3.1e-7,0,0,4.06e-6,0,1.19e-6,0,4e-7,0,0,0,0,0,0,1.07e-6,0,0,0,0,0,0,0,0,3.8e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19389,0,0,0,0,0,0,0,0,0,0,1.5e-7,0,0,0,0,0,0,0,0,0,3.84e-6,0,0,0,0,0,0,0,0,0,0,3.2e-7,6e-7,0,0,0,0,0,1.72e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19417,0,0,0,0,0,0,0,0,0,0,1.6e-7,0,0,0,0,0,0,3.1e-7,0,0,5.34e-6,0,0,0,0,0,0,0,0,0,0,2.4e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19448,0,0,0,0,0,0,0,0,0,0,1.88e-6,0,0,0,0,0,0,6.4e-7,0,0,2.68e-6,0,0,0,0,0,0,0,0,0,0,3.5e-7,0,0,0,0,0,0,0,0,4e-7,0,1.7e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19478,0,0,0,0,0,0,0,0,0,0,3.8e-7,0,0,0,0,0,0,0,0,0,1.23e-6,0,0,0,0,0,0,0,0,0,0,5.1e-7,0,0,0,0,0,0,0,0,4.5e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19509,0,0,0,0,0,0,0,0,0,0,3e-6,0,0,0,0,0,0,0,0,0,2.21e-6,0,0,0,0,0,0,0,0,0,0,6.4e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7e-7,0,0,0,0,0,0,0
19539,0,0,0,0,0,0,0,0,0,0,1.2e-6,0,0,0,0,0,0,0,0,0,2.21e-6,0,0,0,0,0,0,0,0,0,0,6.5e-7,7.3e-7,0,0,0,0,0,0,5.8e-7,0,9.7e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8e-7,0,0,0,0
19570,0,0,0,0,0,0,0,0,0,0,3.09e-6,0,0,0,0,0,0,0,0,0,1.31e-6,0,8.5e-7,0,0,0,0,0,0,0,0,2.5e-7,0,0,0,0,0,0,0,4.81e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9e-7,0,0,0,0,0,0,0
19601,0,0,0,0,0,0,0,1e-6,0,0,3.3e-7,0,0,0,0,0,0,0,0,0,4.08e-6,0,0,0,0,0,0,0,0,0,0,6.9e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19631,0,0,0,0,0,0,0,0,0,0,1.6e-7,0,0,0,0,0,0,0,0,0,2.07e-6,0,0,0,0,0,0,0,0,0,0,3.5e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6e-6,0,0,0,0,0,0,0,0,0,0,2.7e-7,0,0,0,0,0,0,0
19662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2e-7,0,0,0,0,0,0,0,0,0,0,9.4e-7,0,0,0,0,0,0,0,0,7.6e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
