Region,Date,avg_nominal_gross_wages
Belgorod Oblast,2024-07-01,67241.3
Belgorod Oblast,2024-08-01,64291.6
Belgorod Oblast,2024-09-01,66740.800000000003
Belgorod Oblast,2024-10-01,66353.8
Belgorod Oblast,2024-11-01,65553.899999999994
Belgorod Oblast,2024-12-01,NA
Bryansk Oblast,2013-01-01,16773.900000000001
Bryansk Oblast,2013-02-01,16632.400000000001
Bryansk Oblast,2013-03-01,17834.5
Bryansk Oblast,2013-04-01,18263.5
Bryansk Oblast,2013-05-01,19883.900000000001
Bryansk Oblast,2013-06-01,20178.2
Bryansk Oblast,2013-07-01,19034.5
Bryansk Oblast,2013-08-01,19197.599999999999
Bryansk Oblast,2013-09-01,18717.599999999999
Bryansk Oblast,2013-10-01,19577.7
Bryansk Oblast,2013-11-01,19694.7
Bryansk Oblast,2013-12-01,23961.200000000001
Bryansk Oblast,2014-01-01,18884.599999999999
Bryansk Oblast,2014-02-01,18540.400000000001
Bryansk Oblast,2014-03-01,19821.8
Bryansk Oblast,2014-04-01,21231.8
Bryansk Oblast,2014-05-01,20837.2
Bryansk Oblast,2014-06-01,22115.8
Bryansk Oblast,2014-07-01,20752
Bryansk Oblast,2014-08-01,20239.5
Bryansk Oblast,2014-09-01,21029.200000000001
Bryansk Oblast,2014-10-01,20816.5
Bryansk Oblast,2014-11-01,20805.900000000001
Bryansk Oblast,2014-12-01,24668
Bryansk Oblast,2015-01-01,19769
Bryansk Oblast,2015-02-01,19741.8
Bryansk Oblast,2015-03-01,20873
Bryansk Oblast,2015-04-01,21412
Bryansk Oblast,2015-05-01,22749.8
Bryansk Oblast,2015-06-01,23130.2
Bryansk Oblast,2015-07-01,21772.5
Bryansk Oblast,2015-08-01,20952.3
Bryansk Oblast,2015-09-01,21317.200000000001
Bryansk Oblast,2015-10-01,21333.599999999999
Bryansk Oblast,2015-11-01,21427.3
Bryansk Oblast,2015-12-01,25131.599999999999
Bryansk Oblast,2016-01-01,20909.099999999999
Bryansk Oblast,2016-02-01,20920.599999999999
Bryansk Oblast,2016-03-01,21677.200000000001
Bryansk Oblast,2016-04-01,21797.200000000001
Bryansk Oblast,2016-05-01,24306
Bryansk Oblast,2016-06-01,24489.7
Bryansk Oblast,2016-07-01,22465
Bryansk Oblast,2016-08-01,22701
Bryansk Oblast,2016-09-01,22689.3
Bryansk Oblast,2016-10-01,22481.3
Bryansk Oblast,2016-11-01,22660.5
Bryansk Oblast,2016-12-01,27209.8
Bryansk Oblast,2017-01-01,22635.390179578411
Bryansk Oblast,2017-02-01,22548.034652455026
Bryansk Oblast,2017-03-01,23201.816341097863
Bryansk Oblast,2017-04-01,23591.446156818463
Bryansk Oblast,2017-05-01,25192.402259839742
Bryansk Oblast,2017-06-01,26351.113736251031
Bryansk Oblast,2017-07-01,23864.743168910467
Bryansk Oblast,2017-08-01,24041.991820255789
Bryansk Oblast,2017-09-01,24244.125516434455
Bryansk Oblast,2017-10-01,23990.102124073215
Bryansk Oblast,2017-11-01,24459.052662037957
Bryansk Oblast,2017-12-01,28817.467285776613
Bryansk Oblast,2018-01-01,24555.77376057189
Bryansk Oblast,2018-02-01,25261.278617840559
Bryansk Oblast,2018-03-01,25772.943631350103
Bryansk Oblast,2018-04-01,26218.157758921789
Bryansk Oblast,2018-05-01,29552.23391902915
Bryansk Oblast,2018-06-01,29209.524123920201
Bryansk Oblast,2018-07-01,26891.589525794167
Bryansk Oblast,2018-08-01,27094.764072214013
Bryansk Oblast,2018-09-01,26484.9106029789
Bryansk Oblast,2018-10-01,26892.199954368301
Bryansk Oblast,2018-11-01,27402.825767626233
Bryansk Oblast,2018-12-01,32254.503079951235
Bryansk Oblast,2019-01-01,26826.3
Bryansk Oblast,2019-02-01,26752.400000000001
Bryansk Oblast,2019-03-01,27729.8
Bryansk Oblast,2019-04-01,29055.9
Bryansk Oblast,2019-05-01,32207.1
Bryansk Oblast,2019-06-01,31328.1
Bryansk Oblast,2019-07-01,29353.599999999999
Bryansk Oblast,2019-08-01,29262.1
Bryansk Oblast,2019-09-01,29258
Bryansk Oblast,2019-10-01,29285
Bryansk Oblast,2019-11-01,29843.599999999999
Bryansk Oblast,2019-12-01,35188
Bryansk Oblast,2020-01-01,29470.2
Bryansk Oblast,2020-02-01,29795.599999999999
Bryansk Oblast,2020-03-01,30498.400000000001
Bryansk Oblast,2020-04-01,31635.599999999999
Bryansk Oblast,2020-05-01,32605.5
Bryansk Oblast,2020-06-01,32488.6
Bryansk Oblast,2020-07-01,32183.8
Bryansk Oblast,2020-08-01,31226.2
Bryansk Oblast,2020-09-01,31681.3
Bryansk Oblast,2020-10-01,31402.2
Bryansk Oblast,2020-11-01,31579.1
Bryansk Oblast,2020-12-01,38487.4
Bryansk Oblast,2021-01-01,31237.8
Bryansk Oblast,2021-02-01,31510.2
Bryansk Oblast,2021-03-01,33005.5
Bryansk Oblast,2021-04-01,34577.599999999999
Bryansk Oblast,2021-05-01,37007.800000000003
Bryansk Oblast,2021-06-01,38015.800000000003
Bryansk Oblast,2021-07-01,35232.800000000003
Bryansk Oblast,2021-08-01,34398.199999999997
Bryansk Oblast,2021-09-01,35295.4
Bryansk Oblast,2021-10-01,35929.800000000003
Bryansk Oblast,2021-11-01,35912.9
Bryansk Oblast,2021-12-01,44807.9
Bryansk Oblast,2022-01-01,36024.6
Bryansk Oblast,2022-02-01,34942.1
Bryansk Oblast,2022-03-01,38681.300000000003
Bryansk Oblast,2022-04-01,40238.400000000001
Bryansk Oblast,2022-05-01,40353.599999999999
Bryansk Oblast,2022-06-01,42622.3
Bryansk Oblast,2022-07-01,39574.400000000001
Bryansk Oblast,2022-08-01,39434.400000000001
Bryansk Oblast,2022-09-01,39363.300000000003
Bryansk Oblast,2022-10-01,41936
Bryansk Oblast,2022-11-01,42405.2
Bryansk Oblast,2022-12-01,52951.199999999997
Bryansk Oblast,2023-01-01,42457.4
Bryansk Oblast,2023-02-01,41656.300000000003
Bryansk Oblast,2023-03-01,44948.3
Bryansk Oblast,2023-04-01,44696.3
Bryansk Oblast,2023-05-01,49268.9
Bryansk Oblast,2023-06-01,50697.2
Bryansk Oblast,2023-07-01,46835.5
Bryansk Oblast,2023-08-01,46093.7
Bryansk Oblast,2023-09-01,46704.9
Bryansk Oblast,2023-10-01,48866.5
Bryansk Oblast,2023-11-01,48982
Bryansk Oblast,2023-12-01,62502.6
Bryansk Oblast,2024-01-01,50348.9
Bryansk Oblast,2024-02-01,50834.8
Bryansk Oblast,2024-03-01,53997.1
Bryansk Oblast,2024-04-01,54143.7
Bryansk Oblast,2024-05-01,60883.9
Bryansk Oblast,2024-06-01,61870.5
Bryansk Oblast,2024-07-01,55516.800000000003
Bryansk Oblast,2024-08-01,55914.2
Bryansk Oblast,2024-09-01,59869.7
Bryansk Oblast,2024-10-01,58918.8
Bryansk Oblast,2024-11-01,58602.8
Bryansk Oblast,2024-12-01,NA
Vladimir Oblast,2013-01-01,18379.5
Vladimir Oblast,2013-02-01,18563
Vladimir Oblast,2013-03-01,19203.7
Vladimir Oblast,2013-04-01,19567.2
Vladimir Oblast,2013-05-01,19809.7
Vladimir Oblast,2013-06-01,20351.599999999999
Vladimir Oblast,2013-07-01,20783.7
Vladimir Oblast,2013-08-01,20593.7
Vladimir Oblast,2013-09-01,20037.2
Vladimir Oblast,2013-10-01,20824.599999999999
Vladimir Oblast,2013-11-01,21026.400000000001
Vladimir Oblast,2013-12-01,26097.7
Vladimir Oblast,2014-01-01,20672.5
Vladimir Oblast,2014-02-01,20428.599999999999
Vladimir Oblast,2014-03-01,21486.7
Vladimir Oblast,2014-04-01,22077.5
Vladimir Oblast,2014-05-01,22466.799999999999
Vladimir Oblast,2014-06-01,24202.799999999999
Vladimir Oblast,2014-07-01,22402.1
Vladimir Oblast,2014-08-01,21540.5
Vladimir Oblast,2014-09-01,22007.200000000001
Vladimir Oblast,2014-10-01,22429.3
Vladimir Oblast,2014-11-01,22206.5
Vladimir Oblast,2014-12-01,27397.8
Vladimir Oblast,2015-01-01,22227.4
Vladimir Oblast,2015-02-01,22307.200000000001
Vladimir Oblast,2015-03-01,23242.9
Vladimir Oblast,2015-04-01,23415.200000000001
Vladimir Oblast,2015-05-01,23800
Vladimir Oblast,2015-06-01,25783.3
Vladimir Oblast,2015-07-01,23713.599999999999
Vladimir Oblast,2015-08-01,23164.400000000001
Vladimir Oblast,2015-09-01,23321.3
Vladimir Oblast,2015-10-01,23702.1
Vladimir Oblast,2015-11-01,23942.799999999999
Vladimir Oblast,2015-12-01,28869.9
Vladimir Oblast,2016-01-01,23083.599999999999
Vladimir Oblast,2016-02-01,23341.4
Vladimir Oblast,2016-03-01,24621.7
Vladimir Oblast,2016-04-01,24594.6
Vladimir Oblast,2016-05-01,25552.7
Vladimir Oblast,2016-06-01,27587.7
Vladimir Oblast,2016-07-01,25042.1
Vladimir Oblast,2016-08-01,25582.3
Vladimir Oblast,2016-09-01,26160.6
Vladimir Oblast,2016-10-01,26896.799999999999
Vladimir Oblast,2016-11-01,26019.5
Vladimir Oblast,2016-12-01,30852.2
Vladimir Oblast,2017-01-01,24681.276756159492
Vladimir Oblast,2017-02-01,25356.147623343171
Vladimir Oblast,2017-03-01,26488.490532920794
Vladimir Oblast,2017-04-01,27155.176734239027
Vladimir Oblast,2017-05-01,27798.617506103659
Vladimir Oblast,2017-06-01,29617.896510052502
Vladimir Oblast,2017-07-01,27443.46111303732
Vladimir Oblast,2017-08-01,27594.660344784254
Vladimir Oblast,2017-09-01,27880.748106309577
Vladimir Oblast,2017-10-01,27591.488039420048
Vladimir Oblast,2017-11-01,28093.988000556015
Vladimir Oblast,2017-12-01,34387.353045221644
Vladimir Oblast,2018-01-01,27938.738197026356
Vladimir Oblast,2018-02-01,28164.645054576558
Vladimir Oblast,2018-03-01,29543.866412894688
Vladimir Oblast,2018-04-01,29425.484793320113
Vladimir Oblast,2018-05-01,31177.147073994987
Vladimir Oblast,2018-06-01,33806.067775433665
Vladimir Oblast,2018-07-01,31565.289708698681
Vladimir Oblast,2018-08-01,31510.741042657653
Vladimir Oblast,2018-09-01,31431.942283638127
